X0;X1;X2;X3;X4;X5;Y
-12.019241738384764;-2.9531123769400858;-13.624556877860797;-0.3683235852258433;-3.4548117748345613;1.6261197250757933;28.765432098765434
-11.620635063330838;-2.929634039314696;-13.694241258984116;-0.3288998038243142;-5.176405762137821;1.0028426986830348;37.45098039215686
-11.31308576320517;-2.974976084812854;-13.641400944969742;-0.29400442753519507;-1.6549220659002626;2.344819763119858;55.25000000000001
-11.305470959440866;-2.965241543192467;-13.720972874211522;-0.3475931164852923;-7.623289724727421;2.7283708600137357;9.268292682926827
-8.820983785420749;-2.990580428468658;-13.721198539495804;-0.36927065294102857;-4.122203972013262;2.1207110365121973;27.209302325581387
-9.786011274491871;-2.9768522019673465;-13.691623740121896;-0.34768713193832096;-4.545865920955072;2.1214717989315406;24.102564102564106
-6.748937649729605;-2.936515323162115;-13.666870154136616;-0.32807920491377424;-5.49668802404527;1.6183253799095088;6.315789473684211
-7.22971176346417;-3.034380284353082;-13.722476113287993;-0.3570005287873681;-6.46594002469914;0.8960157975839746;1.5217391304347827
-6.085678550936881;-3.0153888586362414;-13.781231463308114;-0.36429810581185423;-6.339010243627203;0.8017703616994547;1.5
-7.684953770280092;-3.0338041886691265;-13.746060466137676;-0.27655473177610057;-6.230553945146816;0.802430176567745;0.2777777777777778
-5.557181550636239;-2.9346333531233433;-13.745603081613812;-0.33427305816304936;-6.108307870335852;0.026503324929044378;0.3043478260869565
-5.619759668368972;-2.945214081395705;-13.713199202420945;-0.3412386551175272;-5.972544749663971;-0.09636901228243647;0.16597510373443988
-5.798849047469279;-3.0481158179701606;-13.793293764678998;-0.33808569912086617;-7.636674744429044;0.17102667659202414;3.843137254901961
-5.879314081397771;-3.033800431217775;-11.404260409074077;-0.33632524588057205;-1.5671186860747683;2.5136081241438895;1.6049382716049387
-5.434761899800867;-2.9072032318828036;-10.605283637656905;-0.36896240818217063;-1.6421942976293027;2.936249246514973;2.191235059760956
-4.964613103600033;-3.0555740605019084;-10.40502547597592;-0.31205316016535317;-0.3830889448574334;3.5290577516865764;0.9917355371900816
-5.124518919698529;-2.9747287369999684;-7.289967227802539;-0.30247187479696436;-1.4821775746321424;3.55651863049139;4.609053497942387
-5.6629737764636925;-3.0202287182283913;-4.222210323588669;17.755323590740748;-4.551645852060098;2.1776085412141213;1.6923076923076923
-3.073882210762688;-2.9762592744307694;-3.77173086210152;-0.3674862814797162;-4.818937291415575;1.7005554721750977;0.6106870229007634
-3.400886428957844;-2.8223417564094095;0.30755736746093293;11.443631890879049;-4.491310165530529;1.1678558774487573;2.3346303501945527
-3.342639578877477;-2.9971191930359553;-0.785480378297629;16.5456421030876;-1.5429499849498676;2.847342199810078;5.585937500000001
-2.606449306819411;-2.929735800045673;-0.8208558916865788;16.599738445402153;-1.9638005303768868;2.845718456522715;6.8199233716475085
-3.5991737818549554;-2.9789606865337994;-0.8324426633541173;16.89734372380086;-1.5316637481421578;3.273918538052924;8.616600790513834
-3.6382422865995605;-2.973529214523455;-1.2326479069614957;16.514188586425004;-1.834863029789791;2.9687071003592034;8.543307086614172
-2.3951572507895964;-2.973189312081603;-0.838921772633973;16.556130935821393;-2.03294644005329;2.8669887061403454;8.307086614173228
-0.4151034104246224;-2.953055864826482;-0.06131656388782638;16.75639667631555;-2.090256916943336;2.6100578462185595;5.310077519379845
0.8328302677831723;-2.87729786385859;1.2752137689895902;16.554406272063567;-2.202024508108425;2.2315564949971405;2.7952755905511815
0.6863849778065195;-3.0213880246507667;1.6053149690257644;16.559062774465847;-1.930635745470249;1.6536808541371455;4.133858267716535
0.7405655884478966;-2.994365408827;1.6154745222663285;16.401452425359576;-1.9560619607660221;1.7779183451845375;3.543307086614173
1.0377646809129544;-2.9488318321049865;1.713050960480751;16.490379440377026;-1.9879943197909156;1.7880176191317385;3.5686274509803924
0.7573358211488468;-2.8655631349255355;1.5812286746030377;-0.27308567598881905;0.5916441311509293;0.5798554130117929;3.087885985748218
2.3925076205523546;-2.5931472296959295;1.5267750046454527;-0.28181520290160894;0.036269445681944845;-1.0060312553282662;2.5423728813559303
